year,weight,equivalized_disposable_income
2021,660.5874677,3753.9315
2021,1217.765693,882
2021,959.6466805,1931.0683
2021,880.4939878,2258.0169
2021,786.5971379,2905.5018
2021,1212.318707,2119.4528
2021,896.0269828,742
2021,1376.606982,5083.5
2021,3264.720099,4447.5
2021,2790.006837,4552.5
2021,1800.51486,2180.7173
2021,1629.06512,3374.035
2021,1687.888755,2602.153
2021,724.1940801,6542.5333
2021,1719.828056,1069
2021,1509.66226,3088
2021,1580.929823,-18
2021,1968.07682,3212.3769
2021,1512.280451,1814.7928
2021,1524.622939,2357.494
2021,773.6793562,1680
2021,1162.090482,2300.9255
2021,1018.48868,1378.1511
2021,1944.373953,1838.2833
2021,1477.452205,2387.1925
2021,1663.168236,4311.23
2021,1322.540219,1898.3277
2021,856.6812188,3940
2021,699.2251026,1628.4669
2021,305.3871608,898
2021,1194.034828,3075.5
2021,944.2540895,790
2021,305.3871608,1862
2021,3513.926079,8418
2021,1489.925459,3234.3064
2021,2043.427529,6593.0636
2021,900.6393033,2502
2021,3174.107736,5285.0644
2021,1276.171347,1477
2021,2024.371588,1588.8689
2021,1779.310273,9778.5797
2021,2073.734339,6995.1759
2021,1998.757391,2309
2021,2237.132265,6588.5
2021,1368.474955,2215.5
2021,1541.065787,814
2021,890.2853924,1238.144
2021,625.7672855,1875.9543
2021,2727.077461,1617
2021,1361.977893,1508
2021,1102.363279,1323
2021,2261.352399,2499
2021,1388.864306,4029.5
2021,1738.307151,2595.1895
2021,828.6792225,7089.4526
2021,957.0722227,4046.7721
2021,1453.17004,5535.057
2021,2023.587818,3359
2021,854.3402327,1480
2021,1537.058726,2300.2184
2021,2200.646442,4335.2717
2021,3150.990216,2984.9009
2021,618.8068172,3628
2021,1703.409147,2346
2021,1193.275373,879
2021,1661.459304,1304.612
2021,1137.999685,10920.5571
2021,919.287816,2141
2021,796.1837509,878
2021,1264.27491,3417.9136
2021,1280.263997,2639.6454
2021,1006.531971,4993
2021,810.9026833,3245
2021,1339.955039,1412
2021,1658.589568,3676.5665
2021,783.9995361,5256.6318
2021,2063.803227,5086.9262
2021,2233.329137,5614.154
2021,3710.908956,1173
2021,1464.973223,1455
2021,1179.97916,995
2021,1421.501735,5029
2021,2006.367266,1441.6436
2021,1335.353463,2892.7738
2021,2666.640214,1769.177
2021,1680.583882,2965.5
2021,938.4975035,951.7657
2021,1274.108264,4115.3527
2021,864.8141776,1038.0328
2021,1007.640333,4238.3283
2021,871.5844928,2624.0733
2021,1127.734887,1891
2021,846.519746,460
2021,1586.47665,3867.8741
2021,1990.027077,471.6952
2021,1704.969542,785
2021,656.7152396,2820.649
2021,1527.043544,1477.1461
2021,533.3395311,872
2021,1663.168236,2639.6296
2021,1672.164938,1837.1286
2021,1052.892217,3720
2021,1481.786184,3211.5
2021,838.2837474,1173
2021,802.848312,959
2021,2087.496499,3491.8438
2021,1053.380551,756
2021,654.7963495,1227.5374
2021,609.6738211,2195.5666
2021,858.4520598,3217.5731
2021,705.049009,629
2021,1053.380551,1147
2021,935.8435034,1175.9186
2021,828.4132503,1960.8071
2021,889.7724731,8809.1363
2021,1672.868606,1903.5238
2021,571.4498538,1867
2021,1975.380962,1698.4705
2021,550.7796415,3452.8024
2021,3159.615957,2210
2021,2877.742062,3550.7042
2021,1250.11528,391
2021,1410.204795,1334.3105
2021,700.9208166,24713
2021,1578.549281,7492.2744
2021,890.768605,3281
2021,970.1940691,3353.8075
2021,1566.833069,1618
2021,1277.05915,2145
2021,495.8372721,3854.3904
2021,2474.08494,3505.8354
2021,2211.278153,2287.4904
2021,2793.62615,3973.9019
2021,1582.130819,2950.2681
2021,1918.856391,199.01
2021,1797.864795,2669.0903
2021,1106.938443,3189.7587
2021,1610.723131,3012.4308
2021,1051.720694,5104.5
2021,1205.4215,4602
2021,1690.929313,2570.5837
2021,1362.424649,4415.5749
2021,950.6680268,2965.6058
2021,1029.403757,1780
2021,1359.758256,2065.7593
2021,1113.65916,4377.6981
2021,2658.477691,2581.3331
2021,2136.269835,4664
2021,926.1922631,1120
2021,1795.166593,916
2021,1641.249052,1490
2021,2065.334639,4596.5
2021,1748.548332,2553
2021,1975.278911,2265.5701
2021,1659.852008,3103.835
2021,1706.604563,2988.9404
2021,1264.207324,844
2021,936.1434958,3022.8815
2021,920.5053165,1412.7993
2021,989.709376,1650
2021,1173.498927,2695.5
2021,882.76927,1687.1568
2021,1362.611856,2932
2021,2734.728607,5030.4529
2021,2803.777306,5903
2021,2240.641065,2455.4707
2021,2537.048707,4305
2021,1927.342031,3093.5
2021,1735.406763,4747.5513
2021,1428.270475,4996.4165
2021,1338.238861,3073.0861
2021,1957.406335,3312
2021,1286.534291,4087.0772
2021,1465.398587,2664
2021,1529.920253,5606.5
2021,1292.719842,2778.5
2021,977.520783,3990.2036
2021,841.0591894,3524
2021,1349.69769,3880
2021,697.9402122,2342
2021,1501.203883,1777.6664
2021,1580.511976,2713.8758
2021,1516.005229,4459
2021,1950.324015,955.5147
2021,1039.359076,852.169
2021,1259.511154,2141
2021,1856.166776,1278.4491
2021,1747.313292,5925
2021,1544.19607,3918.0787
2021,866.6667927,1970
2021,1308.452458,1507
2021,996.5994178,5023.9937
2021,2207.723311,3088.0099
2021,974.262824,2173.1464
2021,305.3871608,2755
2021,305.3871608,1831
2021,1225.393654,3894.8049
2021,743.2691783,1052.882
2021,2188.982857,3729.2812
2021,645.0707169,4140
2021,2006.824393,2559.9711
2021,829.0223531,3668.5
2021,1666.368136,1568.6607
2021,1391.689697,500.6316
2021,1633.377626,4967.4251
2021,1324.041839,579
2021,647.0090312,1002
2021,1585.254615,1980
2021,1018.756193,2032.2249
2021,1384.794074,3404.7192
2021,1419.06232,2020
2021,1270.049848,3454.9237
2021,560.8205562,1791.1015
2021,1340.099123,2474.88
2021,2546.268747,5543.7172
2021,2087.123849,4868
2021,2280.053774,2716.8226
2021,2389.692683,6311.6351
2021,2211.462076,3232
2021,1877.916717,2428.9118
2021,2592.166202,4745
2021,1083.555455,3804.2345
2021,2296.234196,2158
2021,1653.560881,2692.7617
2021,2072.489592,2880
2021,1811.71178,2447.5
2021,2344.44857,7001.5267
2021,2325.972949,1456
2021,1399.714169,3319.8663
2021,1662.732848,1528.2462
2021,1589.443818,6219.7944
2021,1037.177804,2447
2021,1061.519335,2724.4824
2021,1619.553348,1606.5466
2021,2481.272542,2712.3505
2021,2803.346859,4414.5
2021,1534.323355,591
2021,1821.725149,3659.9847
2021,2336.978304,1670.8517
2021,1840.471084,541
2021,1831.222075,1409.2638
2021,1144.120174,2819.9418
2021,1427.893576,752
2021,1509.991096,3669.6383
2021,1093.397332,644.8814
2021,1250.750158,3027.8312
2021,1193.899601,5271
2021,1047.393355,2016.6685
2021,1338.576938,2245
2021,2109.797078,3401.7478
2021,2676.674263,1261.5103
2021,2358.762324,3188.5
2021,2878.009288,1971.6512
2021,1170.523679,378.3021
2021,1688.195255,5241
2021,2061.718209,6279
2021,1849.487919,7183
2021,2009.327642,3646
2021,960.4080331,2244
2021,1321.614866,3817.6695
2021,1778.514702,3098.5
2021,2632.272642,8287.5
2021,2335.679804,2283.4203
2021,2347.566981,4428
2021,2131.824738,1672
2021,2212.389198,4544.9013
2021,1895.408977,2096.9362
2021,1567.647601,3325
2021,1392.622888,3216
2021,1866.369388,2010.3046
2021,1018.645325,2947.2211
2021,1029.90589,3805.893
2021,508.7845592,2481
2021,1571.636721,1468
2021,384.1417929,2400
2021,986.8061059,1465.8324
2021,1651.034079,3657.1563
2021,2188.982857,5670.2893
2021,2066.746158,2244.3569
2021,1559.788245,4551
2021,2167.017561,3942.1476
2021,920.8473828,3360
2021,2151.601006,20488.419
2021,2396.937551,8016
2021,1938.521794,3816
2021,1995.008889,1209.8597
2021,1891.52516,4873.3799
2021,1310.315088,721.1105
2021,2167.979694,7935.5
2021,1968.261097,5969
2021,2528.262404,1263.5998
2021,2387.451294,3389.1628
2021,1253.882101,1059.246
2021,572.1027573,1056.4175
2021,2170.479,3683.3192
2021,2187.732911,2995.3043
2021,2768.67856,4780.5
2021,3679.533547,904.1305
2021,2636.356678,5473.2806
2021,2038.487496,1762.8172
2021,1325.260122,3947.761
2021,2068.836492,3026
2021,2106.308379,2110.7926
2021,1267.887892,1048.6394
2021,1118.959302,1534.4217
2021,2395.528857,3325
2021,1161.400189,6281
2021,1775.793386,3970.4046
2021,2073.842038,2529.9489
2021,2435.87374,5070.8674
2021,2223.218107,2410.4374
2021,1186.67641,1201
2021,1396.354094,710
2021,1258.120754,3401
2021,1601.997246,1994.5
2021,1578.695278,2748.7646
2021,1579.182891,402
2021,1695.571394,1265.7211
2021,1925.544272,5049.5055
2021,1760.208896,1653
2021,773.6793562,441
2021,773.6793562,793
2021,1011.546159,1805.9507
2021,634.1132249,7073.5
2021,2258.883318,6104
2021,3292.974815,3848.6169
2021,1651.034079,4241.2265
2021,1368.931177,1806.2957
2021,1487.085316,1093
2021,1388.754086,2242.2356
2021,1256.952908,6321.4081
2021,1277.611152,5315.1336
2021,1561.227551,2667
2021,1841.204633,1641.9019
2021,2899.975226,3947
2021,2022.648144,2484
2021,743.2766372,3482
2021,2820.886977,3352
2021,1825.26737,3069.5
2021,1882.579432,2557.6052
2021,1457.035318,3659.9961
2021,3017.197305,1152.0222
2021,3425.35174,2913.3095
2021,2291.685866,4000
2021,2148.256306,931
2021,1805.261346,2834.5
2021,1072.983682,935
2021,2009.310694,4115
2021,2690.212491,1775.5451
2021,1259.091138,794.788
2021,1323.175842,2052.731
2021,1835.712269,3261.8836
2021,1240.887657,3761.5
2021,1822.49746,1620.6887
2021,3279.470068,2309.9784
2021,1289.460137,2779.6368
2021,1171.171774,749
2021,2110.154629,2935
2021,1365.484213,4336.4779
2021,1180.452718,1853
2021,2198.678371,3120.0967
2021,1873.282051,4032.5
2021,2255.021067,2931
2021,1915.390025,4830.2464
2021,1780.599656,1396
2021,733.0041966,3669.8842
2021,1245.551355,6302.5812
2021,3180.213422,1849.2282
2021,2008.829213,7507.2856
2021,384.1417929,3748
2021,1290.253323,1923
2021,384.1417929,763
2021,1315.742673,2390.0209
2021,1571.636721,3410
2021,3293.257679,1496
2021,2482.954497,2622.9023
2021,1540.456331,2609.9311
2021,694.5465132,195
2021,694.5465132,3191
2021,1489.925459,943.2804
2021,1665.341963,2022.0538
2021,2038.716192,1503.4201
2021,1121.725051,324
2021,795.600425,642.0135
2021,2950.14046,4096.5
2021,2055.269177,2720.2398
2021,1395.226068,2665
2021,2155.75757,4071.8798
2021,1111.226051,465
2021,1626.325645,3442.9029
2021,1847.793549,3698.0092
2021,1200.752383,1465.1253
2021,2357.912142,4723
2021,1479.628851,2375.219
2021,2345.002386,617
2021,1120.790778,1216.2237
2021,1340.680771,1455
2021,1773.173917,2329.9168
2021,2643.840312,3901.5
2021,2219.364928,1756
2021,2913.452976,3059.9564
2021,2149.406547,945
2021,2114.896413,1895.7533
2021,1765.358219,3651.1631
2021,1456.846096,1027
2021,1168.047439,4582.759
2021,1499.132771,2659.2753
2021,1733.934479,6057.7838
2021,2890.014787,2614
2021,2690.39316,4672.4957
2021,1194.960649,807
2021,1709.726119,2635.387
2021,1844.528971,3494.7012
2021,2237.050666,4291.5
2021,1131.604989,1425
2021,1175.095926,2601
2021,1595.905784,2305.1681
2021,2118.499245,1733.5
2021,2367.178888,4348
2021,2107.339382,2483.1835
2021,1630.973194,990.6566
2021,1775.899176,3679
2021,2442.886524,5033.5
2021,2080.449799,7330
2021,2360.165565,6964
2021,3703.471806,3321.0082
2021,384.1417929,4076
2021,1685.928364,3665.5969
2021,384.1417929,2974
2021,1145.643787,5146.3232
2021,1064.49888,1371.08
2021,384.1417929,6805
2021,1076.516469,977
2021,384.1417929,2227
2021,1863.073148,1505.5
2021,571.4498538,4886
2021,694.5465132,2777
2021,571.4498538,3565
2021,2365.289149,6435.1461
2021,2188.982857,5461.6928
2021,2213.40564,5992.3184
2021,2146.108325,3064.5
2021,3273.297566,1322.9968
2021,1584.1669,2151.7259
2021,1726.706585,1343.5029
2021,3178.293996,3040.9039
2021,1280.463356,7525.7375
2021,1371.269857,2124.8559
2021,1518.375873,3071
2021,1622.299279,2535
2021,2674.652564,2832
2021,2604.738375,4944
2021,1849.643005,2334.5
2021,948.8003605,6170.206
2021,1377.666328,4222
2021,3145.464292,6667
2021,3177.639591,3664
2021,734.435936,2247.0472
2021,782.6140268,922.0672
2021,3377.398233,4841.5344
2021,4485.500933,1270.6709
2021,3344.408871,6473.4168
2021,2955.353988,3850.1964
2021,952.0124079,2079.6157
2021,2244.494913,1950.9076
2021,2334.63743,1876.6614
2021,2266.978006,4271.2373
2021,1368.209141,3512.9065
2021,1177.004191,1315.9257
2021,2308.847671,5780
2021,1929.160213,5260
2021,1322.653187,787
2021,2183.115426,4682.888
2021,2926.277142,1290.9552
2021,2928.717679,1865
2021,2755.511188,2437
2021,1468.342488,5059.8293
2021,2753.721631,2935.8261
2021,2365.73733,7349
2021,1311.446274,798
2021,1175.016429,3417.4471
2021,1249.030084,1577.5552
2021,1615.872056,762
2021,1598.000142,2884
2021,936.0248768,2789.5363
2021,384.1417929,2083
2021,1612.19499,6278
2021,429.9779947,39548.5
2021,466.952887,10363
2021,2521.735366,2531
2021,2828.253775,1847
2021,1189.092177,9020.5612
2021,1432.223744,2034.005
2021,1892.898116,5535.6344
2021,2046.126836,1354.4637
2021,1713.772566,1108.0363
2021,2227.245776,4241.7924
2021,1274.45734,1514
2021,1634.442411,15011.1699
2021,1009.146042,12590.8547
2021,2788.10506,5785
2021,2599.195144,4893.886
2021,1735.285131,5401
2021,1128.180622,822
2021,676.2362971,20482.7621
2021,1653.231527,980.7571
2021,978.2824736,4280.5
2021,1806.750268,1985.5076
2021,1313.983259,1085
2021,1294.791633,1069
2021,2011.190084,1594.5
2021,2304.04321,7735.7482
2021,1785.525082,1967
2021,1925.511666,2652.3575
2021,1652.543749,4593.3987
2021,1467.272548,9388.2567
2021,1386.513862,2341.2306
2021,1923.949345,2467.5
2021,1987.890368,3285.6783
2021,1477.67944,8848.0272
2021,384.1417929,5031
2021,490.5054005,10778.5
2021,1193.8792,1693.3683
2021,2058.823819,1400.5
2021,1022.480656,2526
2021,2123.814025,3299
2021,1348.604819,3115
2021,1196.119487,530.5849
2021,1078.833096,3417
2021,549.992729,3857.9746
2021,1462.086454,2059.8021
2021,2042.14493,4006.8109
2021,936.2367305,1171.4437
2021,2921.383317,3787.9951
2021,1629.861554,1322.5
2021,2164.734075,525
2021,1991.267994,3391.5
2021,2406.093893,3230.5
2021,2086.624163,5084
2021,1473.677554,2090.9148
2021,757.3586105,694
2021,762.8031166,1207.7384
2021,765.8768396,859
2021,865.1121902,4578.5164
2021,579.5488396,2294.5615
2021,668.8307058,4259.6112
2021,805.3413719,2423
2021,710.1047328,5593
2021,533.5516634,119.501
2021,836.5919742,4479.5
2021,712.923281,2581
2021,1553.56886,4083
2021,396.0403663,1631
2021,208.3714504,813
2021,469.8806854,3126.5
2021,330.0633631,1657.5726
2021,575.0095323,2096.5716
2021,1013.07908,3045
2021,1147.084163,5298.5
2021,918.5202927,10145.1989
2021,451.1385489,3960.5051
2021,832.5832289,2271.9341
2021,577.9897506,1448.1547
2021,180.4935196,2408
2021,623.354803,1048.4681
2021,823.9693749,1257
2021,642.1038226,767
2021,1108.62896,2134.4639
2021,310.5105687,2357.7101
2021,1057.015713,2292.0806
2021,722.9801958,774.2819
2021,967.1504337,6510.5
2021,845.9782757,2100.115
2021,534.8268517,3022.8815
2021,845.8731806,1176.5
2021,894.4114174,2760.3116
2021,1080.270454,2819
2021,680.5664047,2608.5169
2021,1173.441512,1715.4411
2021,2154.843414,4120
2021,1254.952475,1332.1892
2021,687.0147868,1494.8237
2021,1052.302687,2895.5
2021,672.0405878,3511.4923
2021,783.4543992,3046.5
2021,744.3901652,3064.6008
2021,694.0910023,2342.8874
2021,858.9728174,2104
2021,760.5304663,463
2021,974.0682726,2358.5
2021,1148.540924,5235.4122
2021,636.6513612,1925
2021,986.2735167,1276.5214
2021,1353.365957,1557.7562
2021,940.644712,6564.4726
2021,227.5456211,5065.713
2021,739.5071891,2749.9193
2021,588.2425927,1386.6364
2021,599.3145465,1138.4419
2021,823.4344562,2886.7513
2021,932.5494181,3828.5
2021,875.1572847,2690.4523
2021,825.8783599,1822.9213
2021,1190.426988,3465.2563
2021,1135.817953,2824.9749
2021,759.9089305,2418.5203
2021,673.6724088,1461.5897
2021,746.9634125,3416
2021,773.941871,4410.225
2021,544.0041416,2276.1767
2021,529.618816,1021.0622
2021,551.8008366,2269
2021,546.1371275,1805
2021,1602.511237,746
2021,408.7486012,1042
2021,1304.124371,2780.5
2021,733.4002909,4976
2021,1178.322594,2242.4284
2021,511.1493527,892.5835
2021,208.3714504,880
2021,216.2885635,1782
2021,675.7302202,3856.5
2021,977.3277363,1969.2924
2021,783.4021996,1916.9665
2021,442.3160655,2208.3648
2021,576.4582142,2694
2021,422.2638565,974
2021,526.2318978,1366.2375
2021,976.6279943,7520.7877
2021,180.4935196,2700
2021,642.1038226,1328
2021,1027.295139,3078.5
2021,1075.439248,2100
2021,1347.566502,3061
2021,1338.801109,2825.5
2021,748.9789787,1847
2021,937.3120811,1992.4358
2021,589.5899658,2541
2021,509.4863391,1715
2021,593.9306274,3314
2021,238.6265787,2495.5
2021,1604.525717,3703.8253
2021,891.6156421,1748
2021,1116.87807,8073
2021,679.4042789,1080
2021,689.0321661,2752.0596
2021,690.8550789,1217.6379
2021,678.6623374,1065
2021,585.2253546,3454.9237
2021,633.2824188,4638
2021,977.4819279,1857.5
2021,837.8462902,4631
2021,572.8719236,1185.8181
2021,521.7588457,1539.3715
2021,594.5651799,249
2021,709.9151382,1717
2021,635.9529998,1739
2021,886.8826773,1938.7422
2021,1634.644232,3785.1426
2021,861.5318977,1535.7517
2021,780.0021557,3073.5
2021,879.7802571,1182.9896
2021,527.2359266,3572
2021,518.9395021,1571.1913
2021,464.3380726,718
2021,1205.571347,4107.8472
2021,789.1789129,1388.0506
2021,859.99725,971.5647
2021,806.4790541,659
2021,739.0053148,4430
2021,753.090502,3764.5
2021,683.4165854,556
2021,677.5790909,2148.8975
2021,671.2628591,1997.5767
2021,733.4002909,5287.5
2021,214.2574658,3148
2021,456.8540503,1176.6257
2021,632.2684042,1508.2588
2021,1602.511237,1559
2021,637.4955006,1508.6163
2021,216.2885635,1297
2021,456.8540503,902.9754
2021,641.1032337,3628.0691
2021,620.4113843,3276
2021,743.6098669,816.7083
2021,780.5881938,3386.3344
2021,641.742001,2769.0302
2021,542.6441207,1898
2021,484.249922,974
2021,646.7565264,1504
2021,874.5085373,2138.2909
2021,1441.272617,2290
2021,920.2003208,3222.2856
2021,1387.8817,4462.5
2021,872.2024307,3152.9098
2021,635.2592157,7514.2138
2021,669.9515955,1111
2021,1131.622231,3118.3409
2021,705.651268,1719.6837
2021,653.1102411,5365.5263
2021,762.190304,1011
2021,822.4969953,802
2021,961.19533,2687.7129
2021,503.2884502,1153.9983
2021,829.1325081,2053.4381
2021,787.2816504,1674
2021,723.698375,441.2346
2021,766.456465,1967.1711
2021,899.0084325,3657.8634
2021,701.5107021,1195.7176
2021,745.9563331,1620.6887
2021,906.0911016,1625.8184
2021,719.3947757,3679.0766
2021,549.0091805,746
2021,599.1509477,1167.4333
2021,458.5601766,4928.2619
2021,542.1325741,601
2021,1681.02916,3506.1546
2021,747.371403,2100.1071
2021,1499.372455,4609.5314
2021,725.7159114,5362.6978
2021,867.9106687,3565
2021,458.610413,1521.318
2021,456.9292316,5643.4192
2021,628.0332954,1701.4512
2021,899.1099868,2803.0356
2021,476.2704226,5171.0719
2021,476.2704226,2479.8235
2021,789.1089099,1685.7426
2021,974.6397476,3828.9832
2021,1303.689947,3377.5
2021,999.7094584,3210.0992
2021,644.3875748,993
2021,1115.257929,3916.7442
2021,662.529478,745
2021,1147.13723,2690.4523
2021,1054.245266,2906
2021,685.7528401,777.1104
2021,1129.40246,3619
2021,828.268848,2061
2021,1395.44103,3011
2021,898.3427964,2880
2021,970.9203929,1450.276
2021,917.9466386,1344.9171
2021,1557.497861,5258
2021,738.3691687,2603.5672
2021,749.9639625,930
2021,748.2782301,1600.1826
2021,850.6207045,2222.4366
2021,505.5455185,7522.5799
2021,761.5192555,7487.5
2021,1009.104246,5383.2139
2021,1904.606442,4496.9812
2021,1167.483909,3173.6944
2021,785.6652282,2495.8852
2021,1020.505309,2349
2021,302.2179376,2349
2021,600.5102133,5757.9705
2021,913.7681016,4314.0585
2021,765.597134,2523.6641
2021,1067.905403,4060
2021,406.3290821,4941
2021,836.7613429,1793.2499
2021,947.1198518,2303.5
2021,1796.155949,2066
2021,1357.195936,4057.5
2021,1299.806147,8442.593
2021,985.3609052,905.0967
2021,2090.319071,2745.5
2021,720.5479906,2147
2021,617.021421,982
2021,754.3723482,2344.0421
2021,702.9036101,849
2021,1000.769602,1542.1999
2021,941.2163461,3531.6516
2021,977.654761,2099.4
2021,972.939334,947
2021,1198.969626,2860.2469
2021,1103.425128,1874.5401
2021,1388.010011,2561.1923
2021,607.3795846,706
2021,807.2539219,4465.5
2021,591.478877,2047.0741
2021,975.6241503,8233.6495
2021,570.8300113,1685.0355
2021,782.7730873,2017.5
2021,1022.641689,6645.3016
2021,964.9440162,2033.6391
2021,2125.806775,2388
2021,1527.570388,2732.5988
2021,1540.771405,5113.7962
2021,1045.428885,2396.0036
2021,945.7514864,1961.2589
2021,619.3001367,1603
2021,1476.644147,5885
2021,1137.855712,3144
2021,1138.709361,1604.4253
2021,1363.663678,2592.2535
2021,1154.966237,120.2082
2021,737.3968066,1866.0548
2021,981.6420537,3312.5
2021,768.844118,1037
2021,852.9754564,3612
2021,750.5488169,2742
2021,1258.8928,2965.271
2021,2523.814502,4286
2021,2266.001051,4711
2021,342.0007468,612
2021,2080.690422,4152.3782
2021,1469.030518,1729.5
2021,246.7564499,1789
2021,566.8602523,2546.692
2021,860.7367957,1137.7348
2021,717.3035138,3482.5009
2021,1145.218716,5576
2021,885.7456837,3667.3289
2021,1748.301067,3353.5
2021,938.5622054,866.9129
2021,806.1717664,4137.9889
2021,1626.073497,2055.5
2021,865.207639,2875
2021,847.3543859,4882
2021,314.5362745,6507.8922
2021,866.6071206,1723.2192
2021,953.3643936,5694.4057
2021,1867.982338,4417.2961
2021,2201.651347,4250
2021,1228.449224,853.901
2021,1319.559263,1971.4137
2021,1688.656811,4744.6865
2021,1030.036777,829
2021,2155.386132,2280.4194
2021,957.7341478,2475.678
2021,705.8084373,3306
2021,266.3963607,1838.2833
2021,982.132149,4220.4305
2021,888.1325318,2676
2021,1192.045055,5304.6943
2021,706.9132731,515
2021,1103.15904,1132.1839
2021,986.1316064,1031
2021,1139.581436,1743.0182
2021,1864.165607,5187
2021,737.6774476,2039
2021,700.087238,4757.4144
2021,992.4207205,1517.8539
2021,687.2372359,1489.874
2021,982.7535299,1857
2021,686.670443,1446.0334
2021,1279.493851,3049.7515
2021,2174.052071,3891
2021,873.5209977,912.1677
2021,1304.975966,3159.2607
2021,1449.160498,4084
2021,942.0838696,2209
2021,1350.859322,1179.7495
2021,764.3555631,2325.6742
2021,807.0083998,2233.0432
2021,1086.059817,1802
2021,302.2179376,1801
2021,774.8411026,830.8505
2021,1409.149223,929.8454
2021,949.1988551,8109
2021,816.5144666,2549.1175
2021,1514.995214,2303
2021,949.1988551,2654
2021,522.3438222,492
2021,527.449706,1204
2021,1013.475787,3142
2021,891.441509,2692.1843
2021,450.9750095,2669
2021,914.4974503,3754.0299
2021,2061.764911,5695.5
2021,1299.684126,898
2021,1598.570378,2757
2021,1673.623755,829.4363
2021,944.184139,3186.9303
2021,1475.395347,1868.8828
2021,1594.336044,1556
2021,414.6609391,678
2021,896.3766692,837.1579
2021,706.1848241,1043
2021,1177.979076,2225.7821
2021,697.246461,719.8347
2021,1554.285189,3116
2021,1354.57333,3157.9389
2021,1341.406388,2444
2021,1666.867015,1174.3304
2021,1597.040845,1720.4307
2021,1221.322089,4137
2021,1022.723974,1248
2021,1066.419115,891.6617
2021,771.1064316,3914.5431
2021,745.381181,792.6667
2021,630.8703556,2370.6793
2021,1393.894251,1386.218
2021,936.6362689,479
2021,1177.429519,2013.133
2021,1763.711479,1600.4149
2021,856.3324508,2364
2021,918.555558,3315
2021,969.7475168,2835
2021,632.6447266,1159
2021,743.9443136,938
2021,686.8369,2089.5005
2021,884.6110141,2379.4143
2021,1357.197365,3813.9759
2021,982.6976371,8191.125
2021,864.8171451,530.3301
2021,522.3438222,1438
2021,1831.299823,5567.7588
2021,641.0267878,1878.7827
2021,1366.607483,1206.1351
2021,585.5609642,1589.576
2021,508.9469622,22785.8089
2021,684.9216985,2841.1407
2021,1123.302902,3877.7891
2021,732.2429025,1799.5
2021,631.0467175,950
2021,529.2755525,928
2021,709.8674635,3331.8884
2021,1099.132209,2961.8069
2021,1148.472586,6455.5
2021,802.2202077,2078
2021,1167.593274,1721
2021,490.4527425,1208.4455
2021,670.0378146,3800.1195
2021,584.9119491,2434
2021,1182.283628,2193.4452
2021,611.0760218,2573.2501
2021,321.3393964,1999
2021,744.7730155,543
2021,1664.088678,2461
2021,1694.202958,3206
2021,668.642674,1993.231
2021,633.4583472,1306
2021,849.381235,1829.9923
2021,1217.132345,1099
2021,537.6916869,3197.9431
2021,1566.249306,10043.5
2021,458.9594826,6972.6592
2021,1467.280071,1150.4627
2021,3328.152333,2275.4228
2021,2866.389051,4632.6586
2021,3340.795731,8304.6063
